DateTime,IGNORE,Ensemble ET,"Megalitres","ET Units","Source","Method"
2023-01-01 00:00:00,IGNORE,0,"mm","OpenET","https://openetdata.org/#tool"
2023-07-17 00:00:00,IGNORE,3.522,
2023-07-18 00:00:00,IGNORE,4.702,
2023-07-19 00:00:00,IGNORE,4.322,
2023-07-20 00:00:00,IGNORE,4.826,
2023-07-21 00:00:00,IGNORE,5.102,
2023-07-22 00:00:00,IGNORE,4.082,
2023-07-23 00:00:00,IGNORE,5.103,
2023-07-24 00:00:00,IGNORE,5.154,
2023-07-25 00:00:00,IGNORE,6.243,
2023-07-26 00:00:00,IGNORE,5.455,
2023-07-27 00:00:00,IGNORE,4.46,
2023-07-28 00:00:00,IGNORE,4.286,
2023-07-29 00:00:00,IGNORE,4.319,
2023-07-30 00:00:00,IGNORE,4.988,
2023-07-31 00:00:00,IGNORE,4.705,
2023-08-01 00:00:00,IGNORE,3.486,
2023-08-02 00:00:00,IGNORE,5.268,
2023-08-03 00:00:00,IGNORE,5.285,
2023-08-04 00:00:00,IGNORE,4.782,
2023-08-05 00:00:00,IGNORE,4.38,
2023-08-06 00:00:00,IGNORE,3.139,
2023-08-07 00:00:00,IGNORE,4.933,
2023-08-08 00:00:00,IGNORE,4.843,
2023-08-09 00:00:00,IGNORE,4.119,
2023-08-10 00:00:00,IGNORE,4.238,
2023-08-11 00:00:00,IGNORE,3.326,
2023-08-12 00:00:00,IGNORE,2.752,
2023-08-13 00:00:00,IGNORE,2.597,
2023-08-14 00:00:00,IGNORE,3.621,
2023-08-15 00:00:00,IGNORE,5.08,
2023-08-16 00:00:00,IGNORE,4.128,
2023-08-17 00:00:00,IGNORE,3.947,
2023-08-18 00:00:00,IGNORE,4.578,
2023-08-19 00:00:00,IGNORE,4.483,
2023-08-20 00:00:00,IGNORE,2.833,
2023-08-21 00:00:00,IGNORE,2.43,
2023-08-22 00:00:00,IGNORE,2.127,
2023-08-23 00:00:00,IGNORE,2.837,
2023-08-24 00:00:00,IGNORE,3.078,
2023-08-25 00:00:00,IGNORE,3.314,
2023-08-26 00:00:00,IGNORE,2.038,
2023-08-27 00:00:00,IGNORE,3.242,
2023-08-28 00:00:00,IGNORE,3.64,
2023-08-29 00:00:00,IGNORE,2.828,
2023-08-30 00:00:00,IGNORE,3.135,
2023-08-31 00:00:00,IGNORE,4.774,
2023-09-01 00:00:00,IGNORE,5.415,
2023-09-02 00:00:00,IGNORE,4.54,
2023-09-03 00:00:00,IGNORE,4.006,
2023-09-04 00:00:00,IGNORE,5.259,
2023-09-05 00:00:00,IGNORE,2.536,
2023-09-06 00:00:00,IGNORE,1.576,
2023-09-07 00:00:00,IGNORE,2.037,
2023-09-08 00:00:00,IGNORE,2.649,
2023-09-09 00:00:00,IGNORE,1.395,
2023-09-10 00:00:00,IGNORE,2.619,
2023-09-11 00:00:00,IGNORE,1.455,
2023-09-12 00:00:00,IGNORE,1.066,
2023-09-13 00:00:00,IGNORE,1.968,
2023-09-14 00:00:00,IGNORE,2.484,
2023-09-15 00:00:00,IGNORE,2.469,
2023-09-16 00:00:00,IGNORE,1.488,
2023-09-17 00:00:00,IGNORE,1.479,
2023-09-18 00:00:00,IGNORE,2.72,
2023-09-19 00:00:00,IGNORE,2.265,
2023-09-20 00:00:00,IGNORE,2.76,
2023-09-21 00:00:00,IGNORE,2.31,
2023-09-22 00:00:00,IGNORE,2.511,
2023-09-23 00:00:00,IGNORE,0.998,
2023-09-24 00:00:00,IGNORE,0.85,
2023-09-25 00:00:00,IGNORE,0.915,
2023-09-26 00:00:00,IGNORE,1.749,
2023-09-27 00:00:00,IGNORE,1.321,
2023-09-28 00:00:00,IGNORE,1.52,
2023-09-29 00:00:00,IGNORE,1.03,
2023-09-30 00:00:00,IGNORE,1.433,
2023-10-01 00:00:00,IGNORE,2.943,
2023-10-02 00:00:00,IGNORE,3.808,
2023-10-03 00:00:00,IGNORE,3.242,
2023-10-04 00:00:00,IGNORE,0.671,
2023-10-05 00:00:00,IGNORE,0.933,
2023-10-06 00:00:00,IGNORE,0.927,
2023-10-07 00:00:00,IGNORE,0.855,
2023-10-08 00:00:00,IGNORE,0.719,
2023-10-09 00:00:00,IGNORE,1.233,
2023-10-10 00:00:00,IGNORE,0.902,
2023-10-11 00:00:00,IGNORE,0.832,
2023-10-12 00:00:00,IGNORE,1.08,
2023-10-13 00:00:00,IGNORE,1.199,
2023-10-14 00:00:00,IGNORE,0.752,
2023-10-15 00:00:00,IGNORE,1.431,
2023-10-16 00:00:00,IGNORE,0.865,
2023-10-17 00:00:00,IGNORE,1.165,
2023-10-18 00:00:00,IGNORE,0.609,
2023-10-19 00:00:00,IGNORE,0.786,
2023-10-20 00:00:00,IGNORE,0.96,
2023-10-21 00:00:00,IGNORE,0.834,
2023-10-22 00:00:00,IGNORE,0.827,
2023-10-23 00:00:00,IGNORE,1.173,
2023-10-24 00:00:00,IGNORE,0.466,
2023-10-25 00:00:00,IGNORE,0.635,
2023-10-26 00:00:00,IGNORE,0.172,
2023-10-27 00:00:00,IGNORE,0.227,
2023-10-28 00:00:00,IGNORE,0.508,
2023-10-29 00:00:00,IGNORE,0.336,
2023-10-30 00:00:00,IGNORE,0.222,
2023-10-31 00:00:00,IGNORE,0.22,
2023-11-01 00:00:00,IGNORE,0.432,
2023-11-02 00:00:00,IGNORE,0.482,
2023-11-03 00:00:00,IGNORE,0.319,
2023-11-04 00:00:00,IGNORE,0.211,
2023-11-05 00:00:00,IGNORE,0.47,
2023-11-06 00:00:00,IGNORE,0.363,
2023-11-07 00:00:00,IGNORE,0.257,
2023-11-08 00:00:00,IGNORE,0.356,
2023-11-09 00:00:00,IGNORE,0.353,
2023-11-10 00:00:00,IGNORE,0.25,
2023-11-11 00:00:00,IGNORE,0.298,
2023-11-12 00:00:00,IGNORE,0.786,
2023-11-13 00:00:00,IGNORE,0.731,
2023-11-14 00:00:00,IGNORE,0.917,
2023-11-15 00:00:00,IGNORE,0.717,
2023-11-16 00:00:00,IGNORE,0.732,
2023-11-17 00:00:00,IGNORE,0.448,
2023-11-18 00:00:00,IGNORE,0.406,
2023-11-19 00:00:00,IGNORE,0.517,
2023-11-20 00:00:00,IGNORE,0.58,
2023-11-21 00:00:00,IGNORE,0.215,
2023-11-22 00:00:00,IGNORE,0.547,
2023-11-23 00:00:00,IGNORE,0.334,
2023-11-24 00:00:00,IGNORE,0.396,
2023-11-25 00:00:00,IGNORE,0.461,
2023-11-26 00:00:00,IGNORE,0.351,
2023-11-27 00:00:00,IGNORE,0.238,
2023-11-28 00:00:00,IGNORE,0.424,
2023-11-29 00:00:00,IGNORE,0.553,
2023-11-30 00:00:00,IGNORE,0.187,
2023-12-01 00:00:00,IGNORE,0.282,
2023-12-02 00:00:00,IGNORE,0.352,
2023-12-03 00:00:00,IGNORE,0.563,
2023-12-04 00:00:00,IGNORE,0.422,
2023-12-05 00:00:00,IGNORE,0.282,
2023-12-06 00:00:00,IGNORE,0.563,
2023-12-07 00:00:00,IGNORE,0.845,
2023-12-08 00:00:00,IGNORE,0.704,
2023-12-09 00:00:00,IGNORE,0.774,
2023-12-10 00:00:00,IGNORE,0.211,
