,time,northing,easting,depths,zones,stakes,aspect,slope,watershed
54,2022-12-30,464458.6,5262240.0,,,,,,S6
55,2022-12-30,464458.6,5262449.0,32.0,Upland,S625,149.6178,1.203789,S6
56,2022-12-30,464458.6,5262658.0,31.0,Lagg,S624,51.39898,25.4478,S6
57,2022-12-30,464458.6,5262867.0,40.0,Bog,S623,348.6811,0.547875,S6
58,2022-12-30,464458.6,5263076.0,19.0,Lagg,S622,215.5392,4.916601,S6
59,2022-12-30,464458.6,5263285.0,21.0,Upland,S621,210.6501,6.712477,S6
60,2022-12-30,464396.8,5262240.0,,,,,,S6
61,2022-12-30,464396.8,5262449.0,,,,,,S6
62,2022-12-30,464396.8,5262658.0,22.0,Upland,S614,84.29677,1.439196,S6
63,2022-12-30,464396.8,5262867.0,26.0,Lagg,S613,37.4997,19.39961,S6
64,2022-12-30,464396.8,5263076.0,41.0,Bog,S612,161.5534,0.339843,S6
65,2022-12-30,464396.8,5263285.0,27.0,Lagg,S611,84.30152,0.71976,S6
66,2022-12-30,464335.0,5262240.0,,,,,,S6
67,2022-12-30,464335.0,5262449.0,,,,,,S6
68,2022-12-30,464335.0,5262658.0,,,,,,S6
69,2022-12-30,464335.0,5262867.0,18.0,Upland,S603,100.015,0.618323,S6
70,2022-12-30,464335.0,5263076.0,29.0,Upland,S602,13.71132,10.60362,S6
71,2022-12-30,464335.0,5263285.0,15.0,Upland,S601,356.9422,4.687178,S6
72,2023-01-05,464644.0,5262240.0,,,,,,S6
73,2023-01-05,464644.0,5262449.0,29.0,Upland,S655,259.7763,6.629145,S6
74,2023-01-05,464644.0,5262658.0,32.0,Upland,S654,350.3666,1.924451,S6
75,2023-01-05,464644.0,5262867.0,,,,,,S6
76,2023-01-05,464644.0,5263076.0,,,,,,S6
77,2023-01-05,464644.0,5263285.0,,,,,,S6
78,2023-01-05,464582.2,5262240.0,20.0,Upland,S646,166.1192,3.132299,S6
79,2023-01-05,464582.2,5262449.0,36.0,Bog,S645,154.9844,0.592828,S6
80,2023-01-05,464582.2,5262658.0,26.0,Upland,S644,226.2777,13.37794,S6
81,2023-01-05,464582.2,5262867.0,18.0,Upland,S643,203.7467,2.9316,S6
82,2023-01-05,464582.2,5263076.0,30.0,Upland,S642,188.4725,1.701028,S6
83,2023-01-05,464582.2,5263285.0,,,,,,S6
84,2023-01-05,464520.4,5262240.0,25.0,Upland,S636,284.0857,9.7621,S6
85,2023-01-05,464520.4,5262449.0,33.5,Lagg,S635,23.90763,21.69698,S6
86,2023-01-05,464520.4,5262658.0,39.0,Bog,S634,81.84194,0.253367,S6
87,2023-01-05,464520.4,5262867.0,23.0,Lagg,S633,214.6792,16.22974,S6
88,2023-01-05,464520.4,5263076.0,20.0,Upland,S632,250.6175,4.093031,S6
89,2023-01-05,464520.4,5263285.0,19.0,Upland,S631,264.7998,1.186282,S6
90,2023-01-05,464458.6,5262240.0,,,,,,S6
91,2023-01-05,464458.6,5262449.0,28.5,Upland,S625,149.6178,1.203789,S6
92,2023-01-05,464458.6,5262658.0,32.0,Lagg,S624,51.39898,25.4478,S6
93,2023-01-05,464458.6,5262867.0,30.0,Bog,S623,348.6811,0.547875,S6
94,2023-01-05,464458.6,5263076.0,21.0,Lagg,S622,215.5392,4.916601,S6
95,2023-01-05,464458.6,5263285.0,22.5,Upland,S621,210.6501,6.712477,S6
96,2023-01-05,464396.8,5262240.0,,,,,,S6
97,2023-01-05,464396.8,5262449.0,,,,,,S6
98,2023-01-05,464396.8,5262658.0,20.0,Upland,S614,84.29677,1.439196,S6
99,2023-01-05,464396.8,5262867.0,34.5,Lagg,S613,37.4997,19.39961,S6
100,2023-01-05,464396.8,5263076.0,36.0,Bog,S612,161.5534,0.339843,S6
101,2023-01-05,464396.8,5263285.0,26.0,Lagg,S611,84.30152,0.71976,S6
102,2023-01-05,464335.0,5262240.0,,,,,,S6
103,2023-01-05,464335.0,5262449.0,,,,,,S6
104,2023-01-05,464335.0,5262658.0,,,,,,S6
105,2023-01-05,464335.0,5262867.0,21.0,Upland,S603,100.015,0.618323,S6
106,2023-01-05,464335.0,5263076.0,24.0,Upland,S602,13.71132,10.60362,S6
107,2023-01-05,464335.0,5263285.0,19.0,Upland,S601,356.9422,4.687178,S6
108,2023-01-13,464644.0,5262240.0,,,,,,S6
109,2023-01-13,464644.0,5262449.0,32.0,Upland,S655,259.7763,6.629145,S6
110,2023-01-13,464644.0,5262658.0,31.0,Upland,S654,350.3666,1.924451,S6
111,2023-01-13,464644.0,5262867.0,,,,,,S6
112,2023-01-13,464644.0,5263076.0,,,,,,S6
113,2023-01-13,464644.0,5263285.0,,,,,,S6
114,2023-01-13,464582.2,5262240.0,25.0,Upland,S646,166.1192,3.132299,S6
115,2023-01-13,464582.2,5262449.0,28.0,Bog,S645,154.9844,0.592828,S6
116,2023-01-13,464582.2,5262658.0,28.0,Upland,S644,226.2777,13.37794,S6
117,2023-01-13,464582.2,5262867.0,25.0,Upland,S643,203.7467,2.9316,S6
118,2023-01-13,464582.2,5263076.0,,Upland,S642,188.4725,1.701028,S6
119,2023-01-13,464582.2,5263285.0,,,,,,S6
120,2023-01-13,464520.4,5262240.0,26.0,Upland,S636,284.0857,9.7621,S6
121,2023-01-13,464520.4,5262449.0,32.0,Lagg,S635,23.90763,21.69698,S6
122,2023-01-13,464520.4,5262658.0,40.0,Bog,S634,81.84194,0.253367,S6
123,2023-01-13,464520.4,5262867.0,22.0,Lagg,S633,214.6792,16.22974,S6
124,2023-01-13,464520.4,5263076.0,23.0,Upland,S632,250.6175,4.093031,S6
125,2023-01-13,464520.4,5263285.0,19.0,Upland,S631,264.7998,1.186282,S6
126,2023-01-13,464458.6,5262240.0,,,,,,S6
127,2023-01-13,464458.6,5262449.0,29.0,Upland,S625,149.6178,1.203789,S6
128,2023-01-13,464458.6,5262658.0,29.0,Lagg,S624,51.39898,25.4478,S6
129,2023-01-13,464458.6,5262867.0,40.0,Bog,S623,348.6811,0.547875,S6
130,2023-01-13,464458.6,5263076.0,20.0,Lagg,S622,215.5392,4.916601,S6
131,2023-01-13,464458.6,5263285.0,20.0,Upland,S621,210.6501,6.712477,S6
132,2023-01-13,464396.8,5262240.0,,,,,,S6
133,2023-01-13,464396.8,5262449.0,,,,,,S6
134,2023-01-13,464396.8,5262658.0,22.0,Upland,S614,84.29677,1.439196,S6
135,2023-01-13,464396.8,5262867.0,31.0,Lagg,S613,37.4997,19.39961,S6
136,2023-01-13,464396.8,5263076.0,38.0,Bog,S612,161.5534,0.339843,S6
137,2023-01-13,464396.8,5263285.0,29.0,Lagg,S611,84.30152,0.71976,S6
138,2023-01-13,464335.0,5262240.0,,,,,,S6
139,2023-01-13,464335.0,5262449.0,,,,,,S6
140,2023-01-13,464335.0,5262658.0,,,,,,S6
141,2023-01-13,464335.0,5262867.0,22.0,Upland,S603,100.015,0.618323,S6
142,2023-01-13,464335.0,5263076.0,26.0,Upland,S602,13.71132,10.60362,S6
143,2023-01-13,464335.0,5263285.0,18.0,Upland,S601,356.9422,4.687178,S6
144,2023-01-20,464644.0,5262240.0,,,,,,S6
145,2023-01-20,464644.0,5262449.0,32.5,Upland,S655,259.7763,6.629145,S6
146,2023-01-20,464644.0,5262658.0,36.5,Upland,S654,350.3666,1.924451,S6
147,2023-01-20,464644.0,5262867.0,,,,,,S6
148,2023-01-20,464644.0,5263076.0,,,,,,S6
149,2023-01-20,464644.0,5263285.0,,,,,,S6
150,2023-01-20,464582.2,5262240.0,27.5,Upland,S646,166.1192,3.132299,S6
151,2023-01-20,464582.2,5262449.0,36.0,Bog,S645,154.9844,0.592828,S6
152,2023-01-20,464582.2,5262658.0,25.0,Upland,S644,226.2777,13.37794,S6
153,2023-01-20,464582.2,5262867.0,27.0,Upland,S643,203.7467,2.9316,S6
154,2023-01-20,464582.2,5263076.0,28.0,Upland,S642,188.4725,1.701028,S6
155,2023-01-20,464582.2,5263285.0,,,,,,S6
156,2023-01-20,464520.4,5262240.0,28.0,Upland,S636,284.0857,9.7621,S6
157,2023-01-20,464520.4,5262449.0,36.0,Lagg,S635,23.90763,21.69698,S6
158,2023-01-20,464520.4,5262658.0,40.0,Bog,S634,81.84194,0.253367,S6
159,2023-01-20,464520.4,5262867.0,26.0,Lagg,S633,214.6792,16.22974,S6
160,2023-01-20,464520.4,5263076.0,24.0,Upland,S632,250.6175,4.093031,S6
161,2023-01-20,464520.4,5263285.0,22.0,Upland,S631,264.7998,1.186282,S6
162,2023-01-20,464458.6,5262240.0,,,,,,S6
163,2023-01-20,464458.6,5262449.0,34.0,Upland,S625,149.6178,1.203789,S6
164,2023-01-20,464458.6,5262658.0,35.0,Lagg,S624,51.39898,25.4478,S6
165,2023-01-20,464458.6,5262867.0,31.0,Bog,S623,348.6811,0.547875,S6
166,2023-01-20,464458.6,5263076.0,23.0,Lagg,S622,215.5392,4.916601,S6
167,2023-01-20,464458.6,5263285.0,23.0,Upland,S621,210.6501,6.712477,S6
168,2023-01-20,464396.8,5262240.0,,,,,,S6
169,2023-01-20,464396.8,5262449.0,,,,,,S6
170,2023-01-20,464396.8,5262658.0,22.0,Upland,S614,84.29677,1.439196,S6
171,2023-01-20,464396.8,5262867.0,31.5,Lagg,S613,37.4997,19.39961,S6
172,2023-01-20,464396.8,5263076.0,38.0,Bog,S612,161.5534,0.339843,S6
173,2023-01-20,464396.8,5263285.0,30.0,Lagg,S611,84.30152,0.71976,S6
174,2023-01-20,464335.0,5262240.0,,,,,,S6
175,2023-01-20,464335.0,5262449.0,,,,,,S6
176,2023-01-20,464335.0,5262658.0,,,,,,S6
177,2023-01-20,464335.0,5262867.0,25.0,Upland,S603,100.015,0.618323,S6
178,2023-01-20,464335.0,5263076.0,27.0,Upland,S602,13.71132,10.60362,S6
179,2023-01-20,464335.0,5263285.0,20.5,Upland,S601,356.9422,4.687178,S6
180,2023-02-01,464644.0,5262240.0,,,,,,S6
181,2023-02-01,464644.0,5262449.0,28.0,Upland,S655,259.7763,6.629145,S6
182,2023-02-01,464644.0,5262658.0,37.0,Upland,S654,350.3666,1.924451,S6
183,2023-02-01,464644.0,5262867.0,,,,,,S6
184,2023-02-01,464644.0,5263076.0,,,,,,S6
185,2023-02-01,464644.0,5263285.0,,,,,,S6
186,2023-02-01,464582.2,5262240.0,29.0,Upland,S646,166.1192,3.132299,S6
187,2023-02-01,464582.2,5262449.0,37.0,Bog,S645,154.9844,0.592828,S6
188,2023-02-01,464582.2,5262658.0,33.0,Upland,S644,226.2777,13.37794,S6
189,2023-02-01,464582.2,5262867.0,32.0,Upland,S643,203.7467,2.9316,S6
190,2023-02-01,464582.2,5263076.0,34.0,Upland,S642,188.4725,1.701028,S6
191,2023-02-01,464582.2,5263285.0,,,,,,S6
192,2023-02-01,464520.4,5262240.0,34.0,Upland,S636,284.0857,9.7621,S6
193,2023-02-01,464520.4,5262449.0,43.0,Lagg,S635,23.90763,21.69698,S6
194,2023-02-01,464520.4,5262658.0,45.0,Bog,S634,81.84194,0.253367,S6
195,2023-02-01,464520.4,5262867.0,30.0,Lagg,S633,214.6792,16.22974,S6
196,2023-02-01,464520.4,5263076.0,26.0,Upland,S632,250.6175,4.093031,S6
197,2023-02-01,464520.4,5263285.0,22.0,Upland,S631,264.7998,1.186282,S6
198,2023-02-01,464458.6,5262240.0,,,,,,S6
199,2023-02-01,464458.6,5262449.0,37.0,Upland,S625,149.6178,1.203789,S6
200,2023-02-01,464458.6,5262658.0,39.0,Lagg,S624,51.39898,25.4478,S6
201,2023-02-01,464458.6,5262867.0,29.0,Bog,S623,348.6811,0.547875,S6
202,2023-02-01,464458.6,5263076.0,26.0,Lagg,S622,215.5392,4.916601,S6
203,2023-02-01,464458.6,5263285.0,24.0,Upland,S621,210.6501,6.712477,S6
204,2023-02-01,464396.8,5262240.0,,,,,,S6
205,2023-02-01,464396.8,5262449.0,,,,,,S6
206,2023-02-01,464396.8,5262658.0,30.0,Upland,S614,84.29677,1.439196,S6
207,2023-02-01,464396.8,5262867.0,38.0,Lagg,S613,37.4997,19.39961,S6
208,2023-02-01,464396.8,5263076.0,39.0,Bog,S612,161.5534,0.339843,S6
209,2023-02-01,464396.8,5263285.0,29.0,Lagg,S611,84.30152,0.71976,S6
210,2023-02-01,464335.0,5262240.0,,,,,,S6
211,2023-02-01,464335.0,5262449.0,,,,,,S6
212,2023-02-01,464335.0,5262658.0,,,,,,S6
213,2023-02-01,464335.0,5262867.0,25.0,Upland,S603,100.015,0.618323,S6
214,2023-02-01,464335.0,5263076.0,32.0,Upland,S602,13.71132,10.60362,S6
215,2023-02-01,464335.0,5263285.0,22.0,Upland,S601,356.9422,4.687178,S6
216,2023-02-10,464644.0,5262240.0,,,,,,S6
217,2023-02-10,464644.0,5262449.0,34.0,Upland,S655,259.7763,6.629145,S6
218,2023-02-10,464644.0,5262658.0,35.0,Upland,S654,350.3666,1.924451,S6
219,2023-02-10,464644.0,5262867.0,,,,,,S6
220,2023-02-10,464644.0,5263076.0,,,,,,S6
221,2023-02-10,464644.0,5263285.0,,,,,,S6
222,2023-02-10,464582.2,5262240.0,27.0,Upland,S646,166.1192,3.132299,S6
223,2023-02-10,464582.2,5262449.0,35.0,Bog,S645,154.9844,0.592828,S6
224,2023-02-10,464582.2,5262658.0,31.0,Upland,S644,226.2777,13.37794,S6
225,2023-02-10,464582.2,5262867.0,28.0,Upland,S643,203.7467,2.9316,S6
226,2023-02-10,464582.2,5263076.0,36.0,Upland,S642,188.4725,1.701028,S6
227,2023-02-10,464582.2,5263285.0,,,,,,S6
228,2023-02-10,464520.4,5262240.0,28.0,Upland,S636,284.0857,9.7621,S6
229,2023-02-10,464520.4,5262449.0,40.0,Lagg,S635,23.90763,21.69698,S6
230,2023-02-10,464520.4,5262658.0,47.0,Bog,S634,81.84194,0.253367,S6
231,2023-02-10,464520.4,5262867.0,25.0,Lagg,S633,214.6792,16.22974,S6
232,2023-02-10,464520.4,5263076.0,26.0,Upland,S632,250.6175,4.093031,S6
233,2023-02-10,464520.4,5263285.0,23.0,Upland,S631,264.7998,1.186282,S6
234,2023-02-10,464458.6,5262240.0,,,,,,S6
235,2023-02-10,464458.6,5262449.0,32.0,Upland,S625,149.6178,1.203789,S6
236,2023-02-10,464458.6,5262658.0,36.0,Lagg,S624,51.39898,25.4478,S6
237,2023-02-10,464458.6,5262867.0,43.0,Bog,S623,348.6811,0.547875,S6
238,2023-02-10,464458.6,5263076.0,23.0,Lagg,S622,215.5392,4.916601,S6
239,2023-02-10,464458.6,5263285.0,27.0,Upland,S621,210.6501,6.712477,S6
240,2023-02-10,464396.8,5262240.0,,,,,,S6
241,2023-02-10,464396.8,5262449.0,,,,,,S6
242,2023-02-10,464396.8,5262658.0,24.0,Upland,S614,84.29677,1.439196,S6
243,2023-02-10,464396.8,5262867.0,37.0,Lagg,S613,37.4997,19.39961,S6
244,2023-02-10,464396.8,5263076.0,41.0,Bog,S612,161.5534,0.339843,S6
245,2023-02-10,464396.8,5263285.0,33.0,Lagg,S611,84.30152,0.71976,S6
246,2023-02-10,464335.0,5262240.0,,,,,,S6
247,2023-02-10,464335.0,5262449.0,,,,,,S6
248,2023-02-10,464335.0,5262658.0,,,,,,S6
249,2023-02-10,464335.0,5262867.0,22.0,Upland,S603,100.015,0.618323,S6
250,2023-02-10,464335.0,5263076.0,32.0,Upland,S602,13.71132,10.60362,S6
251,2023-02-10,464335.0,5263285.0,23.0,Upland,S601,356.9422,4.687178,S6
252,2023-02-17,464644.0,5262240.0,,,,,,S6
253,2023-02-17,464644.0,5262449.0,27.0,Upland,S655,259.7763,6.629145,S6
254,2023-02-17,464644.0,5262658.0,33.0,Upland,S654,350.3666,1.924451,S6
255,2023-02-17,464644.0,5262867.0,,,,,,S6
256,2023-02-17,464644.0,5263076.0,,,,,,S6
257,2023-02-17,464644.0,5263285.0,,,,,,S6
258,2023-02-17,464582.2,5262240.0,27.0,Upland,S646,166.1192,3.132299,S6
259,2023-02-17,464582.2,5262449.0,27.0,Bog,S645,154.9844,0.592828,S6
260,2023-02-17,464582.2,5262658.0,32.0,Upland,S644,226.2777,13.37794,S6
261,2023-02-17,464582.2,5262867.0,27.0,Upland,S643,203.7467,2.9316,S6
262,2023-02-17,464582.2,5263076.0,34.0,Upland,S642,188.4725,1.701028,S6
263,2023-02-17,464582.2,5263285.0,,,,,,S6
264,2023-02-17,464520.4,5262240.0,26.0,Upland,S636,284.0857,9.7621,S6
265,2023-02-17,464520.4,5262449.0,35.0,Lagg,S635,23.90763,21.69698,S6
266,2023-02-17,464520.4,5262658.0,52.0,Bog,S634,81.84194,0.253367,S6
267,2023-02-17,464520.4,5262867.0,23.0,Lagg,S633,214.6792,16.22974,S6
268,2023-02-17,464520.4,5263076.0,23.0,Upland,S632,250.6175,4.093031,S6
269,2023-02-17,464520.4,5263285.0,21.0,Upland,S631,264.7998,1.186282,S6
270,2023-02-17,464458.6,5262240.0,,,,,,S6
271,2023-02-17,464458.6,5262449.0,36.0,Upland,S625,149.6178,1.203789,S6
272,2023-02-17,464458.6,5262658.0,30.0,Lagg,S624,51.39898,25.4478,S6
273,2023-02-17,464458.6,5262867.0,44.0,Bog,S623,348.6811,0.547875,S6
274,2023-02-17,464458.6,5263076.0,18.0,Lagg,S622,215.5392,4.916601,S6
275,2023-02-17,464458.6,5263285.0,24.0,Upland,S621,210.6501,6.712477,S6
276,2023-02-17,464396.8,5262240.0,,,,,,S6
277,2023-02-17,464396.8,5262449.0,,,,,,S6
278,2023-02-17,464396.8,5262658.0,20.0,Upland,S614,84.29677,1.439196,S6
279,2023-02-17,464396.8,5262867.0,25.0,Lagg,S613,37.4997,19.39961,S6
280,2023-02-17,464396.8,5263076.0,43.0,Bog,S612,161.5534,0.339843,S6
281,2023-02-17,464396.8,5263285.0,26.0,Lagg,S611,84.30152,0.71976,S6
282,2023-02-17,464335.0,5262240.0,,,,,,S6
283,2023-02-17,464335.0,5262449.0,,,,,,S6
284,2023-02-17,464335.0,5262658.0,,,,,,S6
285,2023-02-17,464335.0,5262867.0,16.0,Upland,S603,100.015,0.618323,S6
286,2023-02-17,464335.0,5263076.0,11.0,Upland,S602,13.71132,10.60362,S6
287,2023-02-17,464335.0,5263285.0,20.0,Upland,S601,356.9422,4.687178,S6
288,2023-02-24,464644.0,5262240.0,,,,,,S6
289,2023-02-24,464644.0,5262449.0,35.0,Upland,S655,259.7763,6.629145,S6
290,2023-02-24,464644.0,5262658.0,41.0,Upland,S654,350.3666,1.924451,S6
291,2023-02-24,464644.0,5262867.0,,,,,,S6
292,2023-02-24,464644.0,5263076.0,,,,,,S6
293,2023-02-24,464644.0,5263285.0,,,,,,S6
294,2023-02-24,464582.2,5262240.0,34.0,Upland,S646,166.1192,3.132299,S6
295,2023-02-24,464582.2,5262449.0,41.0,Bog,S645,154.9844,0.592828,S6
296,2023-02-24,464582.2,5262658.0,32.0,Upland,S644,226.2777,13.37794,S6
297,2023-02-24,464582.2,5262867.0,29.0,Upland,S643,203.7467,2.9316,S6
298,2023-02-24,464582.2,5263076.0,42.0,Upland,S642,188.4725,1.701028,S6
299,2023-02-24,464582.2,5263285.0,,,,,,S6
300,2023-02-24,464520.4,5262240.0,25.0,Upland,S636,284.0857,9.7621,S6
301,2023-02-24,464520.4,5262449.0,44.0,Lagg,S635,23.90763,21.69698,S6
302,2023-02-24,464520.4,5262658.0,54.0,Bog,S634,81.84194,0.253367,S6
303,2023-02-24,464520.4,5262867.0,30.0,Lagg,S633,214.6792,16.22974,S6
304,2023-02-24,464520.4,5263076.0,28.0,Upland,S632,250.6175,4.093031,S6
305,2023-02-24,464520.4,5263285.0,26.0,Upland,S631,264.7998,1.186282,S6
306,2023-02-24,464458.6,5262240.0,,,,,,S6
307,2023-02-24,464458.6,5262449.0,33.0,Upland,S625,149.6178,1.203789,S6
308,2023-02-24,464458.6,5262658.0,40.0,Lagg,S624,51.39898,25.4478,S6
309,2023-02-24,464458.6,5262867.0,48.0,Bog,S623,348.6811,0.547875,S6
310,2023-02-24,464458.6,5263076.0,18.0,Lagg,S622,215.5392,4.916601,S6
311,2023-02-24,464458.6,5263285.0,30.0,Upland,S621,210.6501,6.712477,S6
312,2023-02-24,464396.8,5262240.0,,,,,,S6
313,2023-02-24,464396.8,5262449.0,,,,,,S6
314,2023-02-24,464396.8,5262658.0,26.0,Upland,S614,84.29677,1.439196,S6
315,2023-02-24,464396.8,5262867.0,40.0,Lagg,S613,37.4997,19.39961,S6
316,2023-02-24,464396.8,5263076.0,59.0,Bog,S612,161.5534,0.339843,S6
317,2023-02-24,464396.8,5263285.0,25.0,Lagg,S611,84.30152,0.71976,S6
318,2023-02-24,464335.0,5262240.0,,,,,,S6
319,2023-02-24,464335.0,5262449.0,,,,,,S6
320,2023-02-24,464335.0,5262658.0,,,,,,S6
321,2023-02-24,464335.0,5262867.0,23.0,Upland,S603,100.015,0.618323,S6
322,2023-02-24,464335.0,5263076.0,33.0,Upland,S602,13.71132,10.60362,S6
323,2023-02-24,464335.0,5263285.0,25.0,Upland,S601,356.9422,4.687178,S6
324,2023-03-09,464644.0,5262240.0,,,,,,S6
325,2023-03-09,464644.0,5262449.0,41.0,Upland,S655,259.7763,6.629145,S6
326,2023-03-09,464644.0,5262658.0,43.0,Upland,S654,350.3666,1.924451,S6
327,2023-03-09,464644.0,5262867.0,,,,,,S6
328,2023-03-09,464644.0,5263076.0,,,,,,S6
329,2023-03-09,464644.0,5263285.0,,,,,,S6
330,2023-03-09,464582.2,5262240.0,31.0,Upland,S646,166.1192,3.132299,S6
331,2023-03-09,464582.2,5262449.0,29.0,Bog,S645,154.9844,0.592828,S6
332,2023-03-09,464582.2,5262658.0,30.0,Upland,S644,226.2777,13.37794,S6
333,2023-03-09,464582.2,5262867.0,30.0,Upland,S643,203.7467,2.9316,S6
334,2023-03-09,464582.2,5263076.0,30.0,Upland,S642,188.4725,1.701028,S6
335,2023-03-09,464582.2,5263285.0,,,,,,S6
336,2023-03-09,464520.4,5262240.0,26.0,Upland,S636,284.0857,9.7621,S6
337,2023-03-09,464520.4,5262449.0,42.0,Lagg,S635,23.90763,21.69698,S6
338,2023-03-09,464520.4,5262658.0,55.0,Bog,S634,81.84194,0.253367,S6
339,2023-03-09,464520.4,5262867.0,25.0,Lagg,S633,214.6792,16.22974,S6
340,2023-03-09,464520.4,5263076.0,26.0,Upland,S632,250.6175,4.093031,S6
341,2023-03-09,464520.4,5263285.0,26.0,Upland,S631,264.7998,1.186282,S6
342,2023-03-09,464458.6,5262240.0,,,,,,S6
343,2023-03-09,464458.6,5262449.0,35.0,Upland,S625,149.6178,1.203789,S6
344,2023-03-09,464458.6,5262658.0,26.5,Lagg,S624,51.39898,25.4478,S6
345,2023-03-09,464458.6,5262867.0,37.0,Bog,S623,348.6811,0.547875,S6
346,2023-03-09,464458.6,5263076.0,21.0,Lagg,S622,215.5392,4.916601,S6
347,2023-03-09,464458.6,5263285.0,28.0,Upland,S621,210.6501,6.712477,S6
348,2023-03-09,464396.8,5262240.0,,,,,,S6
349,2023-03-09,464396.8,5262449.0,,,,,,S6
350,2023-03-09,464396.8,5262658.0,23.0,Upland,S614,84.29677,1.439196,S6
351,2023-03-09,464396.8,5262867.0,48.0,Lagg,S613,37.4997,19.39961,S6
352,2023-03-09,464396.8,5263076.0,50.0,Bog,S612,161.5534,0.339843,S6
353,2023-03-09,464396.8,5263285.0,31.0,Lagg,S611,84.30152,0.71976,S6
354,2023-03-09,464335.0,5262240.0,,,,,,S6
