Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
6/8/2022,74,46,0,0,0
6/9/2022,77,43,0,0,0
6/10/2022,76,46,0,0,0
6/11/2022,75,55,0.04,0,0
6/12/2022,76,47,0,0,0
6/13/2022,74,54,0.71,0,0
6/14/2022,86,57,0,0,0
6/15/2022,77,62,0,0,0
6/16/2022,73,57,0.02,0,0
6/17/2022,79,53,0,0,0
6/18/2022,64,51,0.2,0,0
6/19/2022,92,52,0,0,0
6/20/2022,94,68,0.15,0,0
6/21/2022,82,60,0.47,0,0
6/22/2022,79,52,0,0,0
6/23/2022,91,59,0,0,0
6/24/2022,85,60,0.87,0,0
6/25/2022,75,58,0.72,0,0
6/26/2022,66,50,0.03,0,0
6/27/2022,80,44,0,0,0
6/28/2022,70,49,0.01,0,0
6/29/2022,70,44,1.26,0,0
6/30/2022,80,57,0.01,0,0
7/1/2022,74,47,0,0,0
7/2/2022,75,48,0,0,0
7/3/2022,75,51,0.06,0,0
7/4/2022,69,59,0.04,0,0
7/5/2022,77,62,0,0,0
7/6/2022,78,55,0,0,0
7/7/2022,83,55,0,0,0
7/8/2022,80,58,0,0,0
7/9/2022,82,51,0,0,0
7/10/2022,78,65,0.35,0,0
7/11/2022,74,58,0.46,0,0
7/12/2022,81,56,0.06,0,0
7/13/2022,75,55,0,0,0
7/14/2022,78,49,0,0,0
7/15/2022,85,55,0.02,0,0
7/16/2022,86,61,0.3,0,0
7/17/2022,87,61,0,0,0
7/18/2022,90,63,0.24,0,0
7/19/2022,83,60,0.06,0,0
7/20/2022,82,60,0,0,0
7/21/2022,80,60,0,0,0
7/22/2022,86,62,0,0,0
7/23/2022,80,60,0.14,0,0
7/24/2022,71,51,0,0,0
7/25/2022,75,47,0,0,0
7/26/2022,71,56,0.52,0,0
7/27/2022,76,55,0.23,0,0
7/28/2022,70,53,0.09,0,0
7/29/2022,77,53,0,0,0
7/30/2022,84,54,0,0,0
7/31/2022,78,63,0.27,0,0
8/1/2022,73,57,0,0,0
8/2/2022,77,55,0,0,0
8/3/2022,72,54,0,0,0
8/4/2022,80,50,0,0,0
8/5/2022,87,60,0.26,0,0
8/6/2022,76,59,0.73,0,0
8/7/2022,65,54,0.08,0,0
8/8/2022,76,52,0,0,0
8/9/2022,84,53,0,0,0
8/10/2022,78,55,0,0,0
8/11/2022,77,50,0,0,0
8/12/2022,63,56,0.19,0,0
8/13/2022,76,58,0,0,0
8/14/2022,81,51,0,0,0
8/15/2022,76,58,0.16,0,0
8/16/2022,76,59,1.99,0,0
8/17/2022,83,62,0.18,0,0
8/18/2022,71,60,0.11,0,0
8/19/2022,78,62,0.03,0,0
8/20/2022,81,57,0,0,0
8/21/2022,80,55,0,0,0
8/22/2022,82,56,0,0,0
8/23/2022,85,59,0,0,0
8/24/2022,71,59,0.13,0,0
8/25/2022,75,56,0,0,0
8/26/2022,81,51,0,0,0
8/27/2022,75,60,0.18,0,0
8/28/2022,78,63,1.42,0,0
8/29/2022,67,59,0,0,0
8/30/2022,78,56,0,0,0
8/31/2022,83,54,0,0,0
9/1/2022,87,56,0,0,0
9/2/2022,81,56,0,0,0
9/3/2022,72,49,0,0,0
9/4/2022,73,45,0,0,0
9/5/2022,76,48,0,0,0
9/6/2022,83,52,0,0,0
9/7/2022,82,52,0,0,0
9/8/2022,84,60,0,0,0
9/9/2022,69,56,0.02,0,0
9/10/2022,71,45,0,0,0
9/11/2022,72,41,0,0,0
9/12/2022,79,42,0,0,0
9/13/2022,75,46,0,0,0
9/14/2022,65,52,0,0,0
9/15/2022,69,53,0.09,0,0
9/16/2022,64,59,0.44,0,0
9/17/2022,75,58,0.52,0,0
9/18/2022,72,54,0,0,0
9/19/2022,78,50,T,0,0
9/20/2022,84,54,0,0,0
9/21/2022,60,45,0,0,0
9/22/2022,61,42,0,0,0
9/23/2022,57,42,0.5,0,0
9/24/2022,57,50,0.24,0,0
9/25/2022,62,45,0,0,0
9/26/2022,57,39,0,0,0
9/27/2022,56,33,0,0,0
9/28/2022,62,29,0,0,0
9/29/2022,64,37,0,0,0
9/30/2022,74,44,0,0,0
10/1/2022,68,50,0,0,0
10/2/2022,69,49,0.02,0,0
10/3/2022,73,52,0,0,0
10/4/2022,72,54,0,0,0
10/5/2022,74,49,0.38,0,0
10/6/2022,50,31,0,0,0
10/7/2022,48,30,0,0,0
10/8/2022,60,35,0,0,0
10/9/2022,56,34,0.03,0,0
10/10/2022,67,31,0,0,0
10/11/2022,78,43,0,0,0
10/12/2022,53,36,0.05,0,0
10/13/2022,41,33,0.05,0.2,0
10/14/2022,42,29,0.15,1.1,0
10/15/2022,43,29,0.09,0.4,0
10/16/2022,41,29,0.02,0,0
10/17/2022,33,23,0,0,0
10/18/2022,40,20,0,0,0
10/19/2022,49,21,0,0,0
10/20/2022,57,27,0,0,0
10/21/2022,62,43,0,0,0
10/22/2022,65,41,0,0,0
10/23/2022,72,46,0.08,0,0
10/24/2022,65,42,0.1,0,0
10/25/2022,42,35,0,0,0
10/26/2022,46,28,0,0,0
10/27/2022,49,28,0,0,0
10/28/2022,62,44,0,0,0
10/29/2022,67,42,0,0,0
10/30/2022,62,31,0,0,0
10/31/2022,65,28,0,0,0
11/1/2022,70,31,0,0,0
11/2/2022,72,43,0,0,0
11/3/2022,65,36,0.1,0,0
11/4/2022,41,23,0,0,0
11/5/2022,44,20,0,0,0
11/6/2022,42,30,0,0,0
11/7/2022,36,30,0,0,0
11/8/2022,44,33,0.08,0,0
11/9/2022,44,37,0.22,0,0
11/10/2022,38,27,1.26,0.5,T
11/11/2022,29,23,0.05,0.8,1
11/12/2022,25,17,0,0,T
11/13/2022,24,18,0,0,T
11/14/2022,26,21,0.16,1.7,2
11/15/2022,31,25,0.26,2.4,4
11/16/2022,28,18,0.01,0.7,5
11/17/2022,22,17,0.06,1.4,4
11/18/2022,19,12,0.03,0.2,4
11/19/2022,16,4,0,0,4
11/20/2022,29,6,0,0,4
11/21/2022,26,15,0,0,4
11/22/2022,36,19,0.06,1,4
11/23/2022,47,17,0,0,4
11/24/2022,41,20,0,0,3
11/25/2022,46,20,0,0,3
11/26/2022,48,30,0,0,3
11/27/2022,35,22,0,0,2
11/28/2022,31,22,0.02,0.3,2
11/29/2022,30,19,0,0,2
11/30/2022,22,5,0,0,2
12/1/2022,27,4,0,0,3
12/2/2022,33,3,0.06,0.5,4
12/3/2022,11,-5,0,0,3
12/4/2022,29,0,0,0,3
12/5/2022,24,2,0,0,3
12/6/2022,12,1,0.17,1.4,5
12/7/2022,10,-7,0,0,5
12/8/2022,29,-4,0,0,4
12/9/2022,36,17,0,0,4
12/10/2022,29,25,0.07,0.6,5
12/11/2022,32,28,0,0,5
12/12/2022,32,29,0,0,5
12/13/2022,32,30,0.22,1.2,6
12/14/2022,33,30,0.56,5.3,9
12/15/2022,32,30,1.23,10.8,19
12/16/2022,33,25,0,0,18
12/17/2022,25,7,0.07,0.8,18
12/18/2022,12,-2,0,0,18
12/19/2022,8,-2,0.13,2.4,19
12/20/2022,5,-20,0,0,18
12/21/2022,-7,-20,0.11,1.3,19
12/22/2022,-4,-14,0.12,1.4,19
12/23/2022,1,-15,0.03,T,18
12/24/2022,3,-12,0,0,17
12/25/2022,2,-12,0,0,17
12/26/2022,13,-8,0,0,16
12/27/2022,21,7,0,0,16
12/28/2022,29,19,0,0,15
12/29/2022,31,20,0,0,15
12/30/2022,20,8,0,0,15
12/31/2022,26,13,0.05,0.4,15
1/1/2023,28,20,0,0,15
1/2/2023,20,16,0,0,15
1/3/2023,22,13,0,0,15
1/4/2023,24,17,0.01,T,15
1/5/2023,21,-1,0,0,15
1/6/2023,23,-4,0,0,15
1/7/2023,31,-4,0,0,15
1/8/2023,32,8,0,0,15
1/9/2023,30,3,0,0,15
1/10/2023,30,27,0,0,15
1/11/2023,31,24,0,0,15
1/12/2023,24,14,0,0,15
1/13/2023,16,11,0,0,15
1/14/2023,25,12,0,0,15
1/15/2023,36,25,0,0,15
1/16/2023,34,26,0.27,2.2,17
1/17/2023,32,25,0.11,0.9,17
1/18/2023,27,23,0,0,17
1/19/2023,26,22,0,0,17
1/20/2023,25,19,0,0,17
1/21/2023,24,10,0,0,17
1/22/2023,19,14,0,0,17
1/23/2023,29,14,0.16,1.5,17
1/24/2023,27,12,0.07,0.7,17
1/25/2023,22,1,0.03,0.3,18
1/26/2023,20,-7,0.01,T,18
1/27/2023,21,-4,0.12,1.4,18
1/28/2023,4,-15,0,0,18
1/29/2023,1,-23,0,0,18
1/30/2023,2,-18,0,0,18
1/31/2023,11,-16,0,0,18
2/1/2023,13,-18,0,0,18
2/2/2023,9,-22,0.01,0.1,18
2/3/2023,-3,-27,0,0,17
2/4/2023,26,-5,0,0,17
2/5/2023,26,2,0,0,16
2/6/2023,36,4,0.04,0.3,16
2/7/2023,38,23,0,0,16
2/8/2023,51,19,0,0,16
2/9/2023,39,10,0,0,16
2/10/2023,35,-1,0,0,16
2/11/2023,50,19,0,0,15
2/12/2023,48,21,0,0,15
2/13/2023,46,19,0,0,15
2/14/2023,40,26,0.6,0,14
2/15/2023,34,3,0.16,0.8,14
2/16/2023,21,-4,0,0,14
2/17/2023,28,-8,0,0,14
2/18/2023,41,21,0,0,14
2/19/2023,29,4,0,0,14
2/20/2023,22,4,0.37,7,21
2/21/2023,14,-7,0,0,19
2/22/2023,17,-7,0,0,17
2/23/2023,7,-8,0.15,1.5,17
2/24/2023,17,-22,0.02,0.3,18
2/25/2023,25,2,0,0,17
2/26/2023,32,-7,0,0,17
2/27/2023,31,18,0,0,17
2/28/2023,39,13,0,0,17
