User Field 1                  ;User Field 2                  ;User Field 3                  ;% Sky Area    ;% Mask Area   ;% Cnpy Open   ;% Site Open   ;LAI 4Ring     ;LAI 5Ring     ;Units         ;RB            ;RD            ;Extra         ;Abv Dir       ;Abv Dif       ;Abv Tot       ;Abv Dir Msk   ;Abv Dif Msk   ;Abv Tot Msk   ;Trans Dir     ;Trans Dif     ;Trans Tot     ;% Trans Dir   ;% Trans Dif   ;% Trans Tot   ;Date          ;Time          ;
S46 (1)                      ;North                         ;Upland                        ;99.91         ;0.09          ;9.37          ;9.37          ;2.85          ;2.6           ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;12:22:00 AM   ;
S46 (2)                      ;East                          ;Upland                        ;99.88         ;0.12          ;9.89          ;9.89          ;2.65          ;2.58          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:10:43 AM   ;
S46 (3)                      ;South                         ;Upland                        ;99.89         ;0.11          ;8.34          ;8.34          ;2.94          ;2.65          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:14:33 AM   ;
S46 (4)                      ;West                          ;Upland                        ;99.89         ;0.11          ;8.43          ;8.43          ;2.9           ;2.63          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:16:47 AM   ;
S54 (1)                      ;North                         ;Upland                        ;99.89         ;0.11          ;8.69          ;8.69          ;2.92          ;2.64          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:21:32 AM   ;
S54 (2)                      ;East                          ;Upland                        ;99.89         ;0.11          ;8.63          ;8.63          ;2.97          ;2.68          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:24:12 AM   ;
S54 (3)                      ;South                         ;Upland                        ;99.89         ;0.11          ;8.49          ;8.49          ;3.03          ;2.69          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:27:40 AM   ;
S54 (4)                      ;West                          ;Upland                        ;99.89         ;0.11          ;8.7           ;8.7           ;2.93          ;2.64          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:30:03 AM   ;
S55 (1)                      ;North                         ;Upland                        ;99.89         ;0.11          ;9.02          ;9.02          ;2.81          ;2.57          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:32:35 AM   ;
S55 (2)                      ;East                          ;Upland                        ;99.89         ;0.11          ;8.68          ;8.68          ;2.95          ;2.73          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:35:38 AM   ;
S55 (3)                      ;South                         ;Upland                        ;99.89         ;0.11          ;7.62          ;7.62          ;2.93          ;2.84          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:38:26 AM   ;
S55 (4)                      ;West                          ;Upland                        ;99.89         ;0.11          ;9.13          ;9.13          ;2.71          ;2.59          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;11:41:22 AM   ;
